Код;Подстанция;Присоединение;Устройство РЗА;2015 дата;Тип терминала;2015;2016;2017;2016 дата;2018;2021;2019;2020;Посл_пров;Дата_посл_пров;ЦСРЗАИ;Ввод в эксплуатацию;Количество присоединений;Количество релейных защит;Примечание;Норма времени на Н;Норма времени на  В;Норма времени на К;Норма времени на О;Микроэлектроника;Оформлена документация;Включено в график отключений;Стоимость реконструкции;Год реконструкции;Микропроцессорная;Мастер код;2021 дата;Норма времени на К1;Сортировка ЦДС;Выполнено;Это не РЗА?;Тип присоединения;Реконструкция по ОКС;2017 дата;2022;2023;2024;2025;2018 дата;2026;2027;2028;2029;2030;Количество электроавтоматики;Количество противоаварийной автоматики;2019 дата;Назначение устройства РЗА;Производитель;Тип объекта;Тип устройства;2020 дата;2022 дата
142;110кВ Бешенковичи;ТН-110кВ 1с;Аппаратура;;;;в;;7;;;к;;к;05.2019;1;1987;1;1;;19;19,30;7,80;1,30;0;0;0;1;;0;2;;19,30;277;0;1;2;0;;в;;;к;;;;в;;;;;5;1;;ПС 110;;;7
143;110кВ Бешенковичи;ТН-110кВ 2с;Аппаратура;;;;в;;7;;;к;;к;05.2019;1;1991;1;1;;19;19,30;7,80;1,30;0;0;0;;;0;2;;19,30;279;0;1;2;0;;в;;;к;;;;в;;;;;5;1;;ПС 110;;;7
146;110кВ Бешенковичи;СМВ-110кВ;Автоматика;;;;в;;7;;;к;;к;05.2019;1;1991;1;1;;29;29,00;16,80;2,60;0;0;0;150;2025;0;2;;29,00;273;0;0;2;0;;в;;;к;;;;в;;;;;5;1;;ПС 110;;;7
148;110кВ Бешенковичи;ВВ-10кВ ДГК 1с.;РЗ;;МР-500;;н;к1;12;;;;к;к;07.2020;0;2016;1;3;;;28,80;13,30;2,60;0;0;0;20;2016;1;8;;;;0;0;6;0;2;;;в;;;;;к;;;;;;1;4;ПС 110;МП;4;
149;110кВ Бешенковичи;АЧР;РЧ-1;4;РЧ-1;о;о;к;2;о;;о;в;в;02.2020;1;1987;1;1;;32;32,30;16,90;2,70;1;0;0;40;2022;0;8;;32,30;272;0;0;6;0;3;;к;;;2;в;;;к;;;;2;2;1;ПС 110;МЭ;2;
150;110кВ Бешенковичи;Общеподстанц.;БПНС 1,2,3,4;;;;в;;5;;;;к;к;09.2020;0;1987;4;4;;;4,20;4,20;0,00;0;0;0;;;0;5;;;;0;1;7;0;;;;в;;;;;к;;;;;;7;;ПС 110;;7;
151;110кВ Бешенковичи;Общеподстанц.;БПТ 1,2,3,4;;;;в;;4;;;;к;к;07.2020;0;1987;4;4;;;4,20;4,20;0,00;0;0;0;;;0;8;;;;0;1;7;0;;;;в;;;;;к;;;;;;7;;ПС 110;;6;
152;110кВ Бешенковичи;Общеподстанц.;БПН-1,2;;;;в;;5;;;;к;к;09.2020;0;1987;2;2;;;4,20;4,20;0,00;0;0;0;;;0;5;;;;0;1;7;0;;;;в;;;;;к;;;;;;7;;ПС 110;;7;
153;110кВ Бешенковичи;Общеподстанц.;Панель выпр.опертока;5;;;в;;;;;;к;к;08.2020;0;1987;1;1;;;28,00;20,00;0,00;0;0;0;;;0;5;;;;0;1;7;0;;;;в;;;;;к;;;;;;7;;ПС 110;;7;
154;110кВ Бешенковичи;Общеподстанц.;Пан. пер. опертока;;;;в;;4;;;;к;к;07.2020;0;1987;1;1;;;28,00;20,00;0,00;0;0;0;;;0;8;;;;0;1;7;0;;;;в;;;;;к;;;;;;7;;ПС 110;;6;
155;110кВ Бешенковичи;Общеподстанц.;Опер.блокировка;;;;;в;;в;;;;в;03.2018;0;1987;5;1;;6;6,00;4,50;1,00;0;0;0;100;2024;0;8;;6,00;;0;1;2;0;3;;;;;2;в;;;;;;;;4;;ПС 110;;;
158;110кВ Бешенковичи;Общеподстанц.;ЩСН, АВР СН;;;;в;;4;;;;к;к;10.2020;0;1987;1;1;;;25,10;9,80;1,50;0;0;0;;;0;8;;;;0;0;7;0;;;;в;;;;;к;;;;;;2;;ПС 110;;6;
159;110кВ Бешенковичи;Общеподстанц.;Центральная сигн.;;;;;;;;;;в;в;07.2020;0;1987;1;1;;;25,10;14,70;2,80;0;0;0;80;2024;0;8;;;;0;1;7;0;;;;;;;;;в;;;;;;8;;ПС 110;;6;
160;35кВ Осётки;Т-1;РЗ;5;;в;;;;;;к;;к;04.2019;0;1994;1;6;;80;79,60;39,30;6,50;0;0;0;100;2023;0;6;;79,60;;0;0;4;0;;;в;;;;;к;;;;;;4;1;;ПС 35;;;
161;35кВ Осётки;Т-1;Управление РПН;5;;в;;;;;;к;;к;11.2019;0;1994;1;1;;18;18,00;18,00;5,00;0;0;0;;;0;5;;18,00;;0;0;4;0;;;в;;;;;;;;;;;4;;;ПС 35;;;
162;35кВ Осётки;ТН-10кВ 1с;Аппаратура;5;;в;;;;;;к;;к;04.2019;0;2013;1;1;;13;13,40;5,30;0,90;0;0;0;;2037;0;6;;13,40;;0;1;6;0;;;в;;;;;к;;;;;;4;1;;ПС 35;;;
163;35кВ Осётки;ШОП;Аппаратура;5;;в;;;;;;к;;к;04.2019;0;1994;1;1;;25;25,10;9,80;1,50;0;0;1;15;2023;0;6;;25,10;;0;1;7;0;;;в;;;;;к;;;;;;4;7;;ПС 35;;;
164;35кВ Осётки;МВ-10кВ №859;РЗА;11;РТ-40 и РВМ-12;в;;;;;;к;;к;04.2019;0;1994;1;2;ВК-10;40;30,90;14,90;3,10;0;0;0;;;0;6;;27,70;;0;0;6;0;;;в;;;;;к;;;;;;4;1;1;ПС 35;ЭМ;;
165;35кВ Осётки;ТН-35кВ 1с;Аппаратура;5;;в;;;;;;к;;к;04.2019;0;1994;1;1;;19;19,30;7,80;1,30;0;0;1;;;0;6;;19,30;;0;1;3;0;;;в;;;;;к;;;;;;4;1;;ПС 35;;;
166;35кВ Осётки;Общеподстанц.;Центральная сигн.;3;;в;;;;;;к;;к;2011;0;2013;1;1;;;25,10;14,70;2,80;0;0;0;;2037;0;6;;;;0;1;7;0;;;в;;;;;;;;;;;;8;;ПС 35;;;
167;110кВ Кабище;Т-1;РЗ;3;;о;в;о;5;о;о;о;к;к;09.2020;0;1979;1;6;;88;88,30;45,10;8,40;0;0;0;100;2020;0;3;2;88,30;;0;0;4;0;2;о;о;в;о;10;о;о;к;о;о;;;9;1;;ПС 110;;9;2
168;110кВ Кабище;Т-1;АРН;;АРТ;;к;;5;;;;в;в;09.2020;0;1979;1;1;;;32,50;9,00;5,20;1;0;0;50;2019;0;3;;;;0;0;4;0;;;;к;;;;;в;;;;;;5;7;ПС 110;МЭ;9;
169;110кВ Кабище;Т-1;НЗТ МТЗН-97;3;МТЗН-97;в;в;в;5;в;в;в;в;в;02.2022;0;1999;1;1;;10;10,00;6,00;1,00;1;0;0;50;2020;0;3;2;10,00;;0;0;4;0;2;в;в;в;в;10;в;в;в;в;в;;;9;1;7;ПС 110;МЭ;9;2
170;110кВ Кабище;Т-1;УОМЗ;;МТЗ-610Л3;;в;;5;;;к;;в;02.2022;0;2019;1;1;;23;23,00;16,00;1,50;0;0;0;20;2020;1;3;;23,00;;0;1;;0;;в;;к;;;;;в;;;;;9;6;;ПС 110;МП;;2
171;110кВ Кабище;Т-2;РЗ;3;;о;в;о;6;о;о;о;к;к;09.2020;0;1979;1;6;;88;88,30;45,10;8,40;0;0;0;100;2020;0;3;2;88,30;;0;0;4;0;11;о;о;в;о;10;о;о;к;о;о;;;9;1;;ПС 110;;9;2
172;110кВ Кабище;Т-2;АРН;;АРТ;;к;;6;;;;в;в;09.2020;0;1979;1;1;;;32,50;9,00;5,20;1;0;0;50;2019;0;3;;;;0;0;4;0;;;;к;;;;;в;;;;;;5;7;ПС 110;МЭ;9;
173;110кВ Кабище;Т-2;НЗТ МТЗН-97;3;МТЗН-97;в;в;в;6;в;в;в;в;в;02.2022;0;1999;1;1;;10;10,00;6,00;1,00;1;0;0;50;2020;0;3;2;10,00;;0;0;4;0;11;в;в;в;в;10;в;в;в;в;в;;;9;1;7;ПС 110;МЭ;9;2
174;110кВ Кабище;Т-2;УОМЗ;;МТЗ-610Л3;;в;;6;;;к;;в;02.2022;0;2019;1;1;;7;7,20;5,00;1,50;0;0;0;20;2020;1;3;;7,20;;0;1;;0;;в;;к;;;;;в;;;;;9;6;7;ПС 110;МП;;2
175;110кВ Кабище;ТН-10кВ 1с;Аппаратура;;;;в;;5;;;;к;к;09.2020;0;1979;1;1;;;13,40;5,30;0,90;0;0;0;1;;0;3;;;;0;1;6;0;;;;в;;;;;к;;;;;;1;;ПС 110;;9;
176;110кВ Кабище;ТН-10кВ 2с;Аппаратура;;;;в;;5;;;;к;к;09.2020;0;1979;1;1;;;13,40;5,30;0,90;0;0;0;1;;0;3;;;;0;1;6;0;;;;в;;;;;к;;;;;;1;;ПС 110;;9;
177;110кВ Кабище;ТН-110кВ 1с;Аппаратура;;;;в;;5;;;;к;в;10.2020;1;1979;1;1;;;19,30;7,80;1,30;0;0;0;1;;0;3;;;703;0;1;2;0;;;;в;;;;;к;;;;;;1;;ПС 110;;10;
178;110кВ Кабище;ТН-110кВ 2с;Аппаратура;;;;в;;6;;;;к;в;10.2020;1;1979;1;1;;;19,30;7,80;1,30;0;0;0;1;;0;3;;;704;0;1;2;0;;;;в;;;;;к;;;;;;1;;ПС 110;;10;
180;110кВ Кабище;СВВ-10кВ;РЗ;;РТ-40 и РВМ-12;;в;;4;;;;к;к;09.2020;0;1996;1;1;;;36,30;18,30;2,90;0;0;0;;;0;3;;;;0;0;6;0;;;;в;;;;;к;;;;;;1;1;ПС 110;ЭМ;9;
188;110кВ Билево;Т-1;РЗ;9;ТОР, МР-801;к;о;о;6;о;;в;н;к1;03.2022;0;2020;2;6;Реконструкция;88;88,30;45,10;8,40;0;0;1;150;2025;1;7;;88,30;;0;0;4;0;10;к1;к;;;3;;в;;;;;;10;1;4;ПС 110;МП;;3
189;110кВ Билево;Т-1;НЗТ;9;ТОР 120 ТТ3;в;в;в;6;в;;в;н;к1;03.2022;0;2020;1;1;Реконструкция;10;10,00;6,00;1,00;0;0;1;;;1;7;;10,00;;0;0;4;0;10;к1;к;;;3;;в;;;;;;10;1;6;ПС 110;МП;2;3
190;110кВ Билево;Т-1;Автоматика обдува;9;Контроллер;к;;;;;;в;н;к1;03.2022;0;2020;1;1;Реконструкция;13;13,10;3,00;1,20;0;0;1;;;1;7;;13,10;;0;1;4;0;;к1;к;;;;;в;;;;;;10;1;7;ПС 110;МП;;3
191;110кВ Билево;Т-1;АРН;9;ТОР 200 Р;в;;;;;;к;н;к1;03.2022;0;2020;1;1;Реконструкция;32;32,50;9,00;5,20;0;0;0;70;2023;1;5;;32,50;;0;0;4;0;;к1;к;;;3;;в;;;;;;10;5;17;ПС 110;МП;;3
192;110кВ Билево;Т-2;РЗ;9;МР-801;н;к1;;6;;к1;к;н;к1;11.2021;0;2020;1;6;Реконструкция;88;88,30;45,10;8,40;0;0;1;150;2025;1;7;2;88,30;;0;0;4;0;;;к;;;;;в;;;;;;10;1;4;ПС 110;МП;;
193;110кВ Билево;Т-2;НЗТ;9;ТОР 120 ТТ3;в;в;в;6;в;к1;в;н;к1;11.2021;0;2020;1;1;Реконструкция;10;10,00;6,00;1,00;0;0;1;;;1;7;2;10,00;;0;0;4;0;10;;к;;;3;;в;;;;;;10;1;17;ПС 110;МП;5;
194;110кВ Билево;Т-2;Автоматика обдува;9;ТМТ2-40;к;;;;;к1;в;н;к1;11.2021;0;2020;1;1;Реконструкция;13;13,10;3,00;1,20;0;0;1;;;1;7;2;13,10;;0;1;4;0;;;к;;;;;в;;;;;;10;1;7;ПС 110;МП;;
195;110кВ Билево;Т-2;АРН;9;ТОР 200 Р;в;;;;к;;;н;н;01.2020;0;2020;1;1;Реконструкция;21;32,50;9,00;5,20;0;0;0;70;2023;1;5;2;20,80;;0;0;4;0;;к1;к;;;3;;в;;;;;;;5;17;ПС 110;МП;;3
197;110кВ Билево;СМВ-10кВ;РЗА;9;РТ-40 и РВ-100;к;;;;;;;в;в;08.2020;0;1996;1;1;Реконструкция;38;37,90;17,70;2,80;0;0;0;;;0;7;;37,90;;0;0;6;0;;;к;;;;;в;;;;;;10;1;1;ПС 110;ЭМ;3;
198;110кВ Билево;ТН-10кВ 1с;Аппаратура;9;;к;;;;;;в;;в;05.2019;0;1996;1;1;Реконструкция;13;13,40;5,30;0,90;0;0;0;;;0;7;;13,40;;0;1;6;0;;;к;;;;;в;;;;;;5;1;;ПС 110;;;
199;110кВ Билево;ТН-10кВ 2с;Аппаратура;9;;к;;;;;;в;;в;05.2019;0;1996;1;1;Реконструкция;13;13,40;5,30;0,90;0;0;0;;;0;7;;13,40;;0;1;6;0;;;к;;;;;в;;;;;;5;1;;ПС 110;;;
200;110кВ Билево;ДГК 1с;РЗ;9;РТ-40 и РВ-100;к1;;;;к;;;;в;04.2022;0;1996;1;2;Резистор;;28,80;13,30;2,60;0;0;0;;;0;7;;;;0;0;6;0;;в;;;;2;к;;;;в;;;;1;1;ПС 110;ЭМ;;3
201;110кВ Билево;ДГК 1с;Автоматика;9;РКМ;к;;;;н;к1;;;к1;09.2021;0;2018;1;1;Резистор;35;35,00;25,00;7,00;0;0;0;40;2019;1;5;8;35,00;;0;0;6;0;;к;;;;3;в;;;;к;;;;1;7;ПС 110;МП;6;
202;110кВ Билево;Общеподстанц.;ЩСН, АВР СН;12;;к;;;;;;;в;в;2020;0;1996;1;1;;25;25,10;9,80;1,50;0;0;0;;;0;7;;25,10;;0;0;7;0;;;к;;;;;в;;;;;;10;2;;ПС 110;;3;
203;110кВ Билево;ЩПТ;Схема контроля ЩПТ;6;МР-100 (2016)-2;к;;;;;в;;;в;05.2021;0;1996;2;1;Реконструкция;28;28,00;20,00;1,00;0;0;1;;;1;5;5;28,00;;0;0;7;0;;;к;;;;;в;;;;;;8;7;4;ПС 110;МП;3;
204;110кВ Билево;Общеподстанц.;СВУ-1+ВУ1 концевых элементов;6;;к;;;;;к1;в;н;к1;12.2021;0;2020;1;1;Реконструкция;21;20,80;6,20;3,20;0;0;1;;;1;5;11;20,80;;0;1;7;0;;;к;;;;;в;;;;;;8;7;;ПС 110;МП;;
205;110кВ Билево;Общеподстанц.;СВУ-2+ВУ2 концевых элементов;6;;к;;;;;к1;в;н;к1;12.2021;0;2020;1;1;Реконструкция;21;20,80;6,20;3,20;0;0;1;;;1;5;11;20,80;;0;1;7;0;;;к;;;;;в;;;;;;8;7;;ПС 110;МП;;
207;110кВ Билево;Общеподстанц.;Центральная сигн.;;;;;;;;;;в;в;02.2020;0;1996;1;1;Реконструкция;25;25,10;14,70;2,80;0;0;0;70;2025;0;7;;25,10;;0;1;7;0;;;;;;;;в;;;;;;10;8;;ПС 110;;3;
208;110кВ Билево;Общеподстанц.;Опер.блокировка;;;;н;к1;11;;;;к;к;02.2020;0;1996;1;1;Реконструкция;6;6,00;4,50;1,00;0;0;1;43;2016;0;7;;6,00;;0;1;2;0;10;;в;;;;;;;в;;;;;4;;ПС 110;;4;
209;110кВ Билево;АЧР ТН-10кВ 1,3с (МР-600);МР-600;1;МР-600;о;в;о;10;н;к;к1;;к;01.2021;1;2018;1;1;Реконструкция;32;32,30;16,90;2,70;0;0;0;70;2025;1;7;1;32,30;290;0;0;6;0;5;;;;в;3;;к;;к;;;;2;2;4;ПС 110;МП;;
210;110кВ Билево;1с 10кВ;ЗДЗ;9;;к;;;;;;в;;в;05.2019;0;1996;1;1;Реконструируем;30;25,00;15,00;3,00;0;0;0;;;0;7;;10,00;;0;0;6;0;;;к;;;;;в;;;;;;5;1;7;ПС 110;ЭМ;;
211;110кВ Билево;2с 10кВ;ЗДЗ;9;;к;;;;;;в;;в;05.2019;0;1996;1;1;;30;25,00;15,00;3,00;0;0;0;;;0;7;;10,00;;0;0;6;0;;;к;;;;;в;;;;;;5;1;;ПС 110;;;
213;110кВ Билево;Общеподстанц.;Распр опертока;12;МР-100;к;;;;;;в;н;н;03.2020;0;2020;1;4;Реконструкция;28;28,00;20,00;1,00;0;0;0;20;2025;1;7;;28,00;;0;1;7;0;;;к;;;;;в;;;;;;10;7;4;ПС 110;МП;3;
214;110кВ Плиговка;Т-1;РЗ;4;;к;о;о;3;о;о;в;о;в;08.2019;0;1988;1;6;;88;88,30;45,10;8,40;0;0;1;100;2019;0;10;3;88,30;;0;0;4;0;10;о;к;о;о;3;о;в;о;о;о;;;6;1;;ПС 110;;4;3
215;110кВ Плиговка;Т-1;АРН;;АРТ;;в;;3;;;к;;к;08.2019;0;1988;1;1;;32;32,50;9,00;5,20;1;0;0;70;2025;0;5;3;32,50;;0;0;4;0;;;в;;;;;к;;;;;;6;5;7;ПС 110;МЭ;;
217;110кВ Плиговка;Т-2;РЗ;4;;к;о;о;3;о;о;в;о;в;08.2019;0;1988;1;6;;88;88,30;45,10;8,40;0;0;1;100;2019;0;10;3;88,30;;0;0;4;0;3;о;к;о;о;3;о;в;о;о;о;;;7;1;;ПС 110;;4;3
218;110кВ Плиговка;Т-2;АРН;;АРТ;;в;;3;;;к;;к;08.2019;0;1988;1;1;;32;32,50;9,00;5,20;1;0;0;70;2025;0;5;3;32,50;;0;0;4;0;;;в;;;;;к;;;;;;7;5;7;ПС 110;МЭ;;
221;110кВ Плиговка;СМВ-10кВ;РЗА;9;РТ-40 и РВМ-12;к;;;;;;в;;в;08.2019;0;1988;1;1;;36;36,30;18,30;2,90;0;0;1;2;;0;10;;36,30;;0;0;6;0;;;к;;;;;в;;;;;;6;1;1;ПС 110;ЭМ;;
222;110кВ Плиговка;ТН-10кВ 1с;Аппаратура;9;;к;;;;;;;в;в;2020;0;1988;1;1;;13;13,40;5,30;0,90;0;0;1;1;;0;10;;13,40;;0;1;6;0;;;к;;;;;в;;;;;;6;1;;ПС 110;;4;
223;110кВ Плиговка;ТН-10кВ 2с;Аппаратура;9;;к;;;;;;в;;в;08.2019;0;1988;1;1;;13;13,40;5,30;0,90;0;0;1;1;;0;10;;13,40;;0;1;6;0;;;к;;;;;в;;;;;;7;1;;ПС 110;;;
224;110кВ Плиговка;Общеподстанц.;Центральная сигн.;;;;;;;;;;в;в;2020;0;1988;1;1;;25;25,10;14,70;2,80;0;0;1;70;2025;0;10;;25,10;;0;1;7;0;;;;;;;;в;;;;;;7;8;;ПС 110;;6;
225;110кВ Плиговка;Общеподстанц.;Опер.блокировка;;;;;в;;;к;;;к;03.2021;0;1988;1;1;;6;6,00;4,50;1,00;0;0;1;30;2025;0;10;3;6,00;;0;1;2;0;10;;;;в;;;;;;;;;;4;;ПС 110;;;
226;110кВ Плиговка;АЧР;РЧ-1;11;РЧ-1;о;в;о;3;о;изм.уст;к;;в;03.2022;1;1988;1;1;;32;32,30;16,90;2,70;1;0;1;70;2025;0;10;1;32,30;1152;0;0;6;0;2;в;;;к;2;;;в;;;;;2;2;1;ПС 110;МЭ;;3
227;110кВ Плиговка;Общеподстанц.;Схема ШОП;9;;к;;;;;;;в;в;2020;0;1988;1;1;;28;28,00;20,00;1,00;0;0;1;15;2019;0;10;;28,00;;0;1;7;0;;;к;;;;;в;;;;;;7;7;;ПС 110;;6;
229;110кВ Плиговка;1с 10кВ;ЗДЗ;9;;к;;;;;;в;;в;08.2019;0;1988;1;1;;30;25,00;15,00;3,00;0;0;1;3;;0;10;;10,00;;0;0;6;0;;;к;;;;;в;;;;;;6;1;;ПС 110;ЭМ;;
230;110кВ Плиговка;2с 10кВ;ЗДЗ;9;;к;;;;;;в;;в;08.2019;0;1988;1;1;;30;25,00;15,00;3,00;0;0;1;3;;0;10;;10,00;;0;0;6;0;;;к;;;;;в;;;;;;7;1;;ПС 110;;;
232;110кВ Добромысль;Т-1;РЗ;7;;к;о;о;4;о;о;в;;в;08.2019;0;1995;1;6;;143;143,00;71,90;14,90;0;0;0;150;2025;0;7;3;143,00;;0;0;4;0;3;о;к;о;о;3;о;в;о;о;о;;;7;1;;ПС 110;;;2
233;110кВ Добромысль;Т-1;АРН;;АРТ;;в;;4;;;к;;к;11.2019;0;1995;1;1;;32;32,50;9,00;5,20;1;0;0;70;2025;0;5;;32,50;;0;0;4;0;;;в;;;;;к;;;;;;7;5;7;ПС 110;МЭ;;
234;110кВ Добромысль;Т-1;Автоматика обдува;7;;к;;;;;;в;;в;08.2019;0;1995;1;1;;13;13,10;3,00;1,20;0;0;0;;;0;7;;13,10;;0;1;4;0;;;к;;;;;в;;;;;;7;1;;ПС 110;;;
235;110кВ Добромысль;Т-1;НЗТ ПУМА;7;ПУМА 3431;в;в;в;4;в;в;в;в;в;02.2022;0;2004;1;1;;10;10,00;6,00;1,00;0;0;0;;;1;7;3;10,00;;0;0;4;0;3;в;в;в;в;3;в;в;в;в;в;;;7;1;6;ПС 110;МП;3;2
237;110кВ Добромысль;Т-2;РЗ;7;;к;;;;;;в;;в;06.2019;0;1995;1;6;;80;79,60;39,30;6,50;0;0;0;150;2025;0;7;;79,60;;0;0;4;0;;;к;;;;;в;;;;;;7;1;;ПС 110;;;
238;110кВ Добромысль;Т-2;Управление РПН;;;;;;;;;в;;в;11.2019;0;1995;1;1;;18;18,00;18,00;5,00;0;0;0;;;0;5;;18,00;;0;0;4;0;;;к;;;;;в;;;;;;7;;;ПС 110;;;
239;110кВ Добромысль;СМВ-10кВ;РЗ;7;РТ-40 и РВМ-12;к;;;;;;;в;в;10.2020;0;1995;1;1;;36;36,30;18,30;2,90;0;0;0;;;0;7;;36,30;;0;0;6;0;;;к;;;;;в;;;;;;7;1;1;ПС 110;ЭМ;8;
240;110кВ Добромысль;ВЛ-35кВ на Лиозно;РЗА;7;;к;;;;;;в;;в;07.2019;0;1995;1;3;;40;38,70;16,90;3,30;0;0;0;70;2025;0;7;;40,00;;0;0;3;0;;;к;;;;;в;;;;;;7;1;;ПС 110;;;
241;110кВ Добромысль;ВЛ-35кВ на Бабиновичи;РЗА;7;;в;;н;;;;в;;в;07.2019;0;1995;1;3;;40;38,70;16,90;3,30;0;0;0;80;2023;0;7;;38,70;;0;0;3;0;6;;к;;;4;;в;;;;;;;1;;ПС 110;;;
243;110кВ Добромысль;ТН-10кВ 1с;Аппаратура;7;;к;;;;;;в;;в;06.2019;0;1995;1;1;;13;13,40;5,30;0,90;0;0;0;;;0;7;;13,40;;0;1;6;0;;;к;;;;;в;;;;;;7;1;;ПС 110;;;
244;110кВ Добромысль;ТН-10кВ 2с;Аппаратура;7;;к;;;;;;в;;в;06.2019;0;1995;1;1;;13;13,40;5,30;0,90;0;0;0;;;0;7;;13,40;;0;1;6;0;;;к;;;;;в;;;;;;7;1;;ПС 110;;;
245;110кВ Добромысль;ТН 35кВ;Аппаратура;7;;к;;;;;;в;;в;07.2019;0;1995;1;1;;19;19,30;7,80;1,30;0;0;0;;;0;7;;19,30;;0;1;3;0;;;к;;;;;в;;;;;;7;1;;ПС 110;;;
246;110кВ Добромысль;ШОП (ТСН №1);Аппаратура;4;;к;;;;;;;в;в;10.2020;0;1995;1;1;;25;25,10;9,80;1,50;0;0;0;15;2025;0;7;;25,10;;0;1;7;0;;;к;;;;;в;;;;;;10;1;;ПС 110;;8;
247;110кВ Добромысль;АЧР;РЧ-1;5;РЧ-1;о;о;в;2;о;изм.уст;в;;к;02.2022;1;1995;1;1;;32;32,30;16,90;2,70;1;0;0;40;2020;0;7;1;32,30;551;0;0;6;0;4;к;;;к;2;;;в;;;;;2;2;1;ПС 110;МЭ;;2
248;110кВ Добромысль;Общеподстанц.;Центральная сигн.;;;;;;;;;в;;в;07.2019;0;1995;1;1;;25;25,10;14,70;2,80;0;0;0;70;2025;0;7;;25,10;;0;1;7;0;;;;;;;;в;;;;;;7;8;;ПС 110;;;
249;110кВ Добромысль;Общеподстанц.;Опер.блокировка;;;;;в;;;к;;;к;04.2021;0;1995;1;1;;6;6,00;4,50;1,00;0;0;0;20;2025;0;7;3;6,00;;0;1;2;0;10;;;;в;;;;;;;;;;4;;ПС 110;;;
250;110кВ Добромысль;1с 10кВ;ЗДЗ;7;;к;;;;;;в;;в;06.2019;0;1995;1;1;;30;25,00;15,00;3,00;0;0;0;;;0;7;;10,00;;0;0;6;0;;;к;;;;;в;;;;;;7;1;;ПС 110;ЭМ;;
251;110кВ Добромысль;2с 10кВ;ЗДЗ;7;;к;;;;;;в;;в;06.2019;0;1995;1;1;;30;25,00;15,00;3,00;0;0;0;;;0;7;;10,00;;0;0;6;0;;;к;;;;;в;;;;;;7;1;;ПС 110;;;
252;110кВ Добромысль;Общеподстанц.;АВР-35кВ;7;;к;;;;;;в;;в;07.2019;0;2014;1;1;;17;16,90;8,50;1,90;0;0;0;;;0;7;;16,90;;0;0;4;0;;;к;;;;;в;;;;;;7;2;;ПС 110;;;
253;110кВ Соржица;Т-1;РЗ;8;;к;о;о;2;о;о;в;о;к;09.2019;0;1991;1;6;;88;88,30;45,10;8,40;0;0;1;100;2019;0;8;3;88,30;;0;0;4;0;3;о;к;о;о;2;о;в;о;о;о;;;7;1;;ПС 110;;4;3
254;110кВ Соржица;Т-1;АРН;;АРТ;;в;;2;;;к;;к;10.2019;0;1991;1;1;;32;32,50;9,00;5,20;1;0;0;70;2025;0;5;;32,50;;0;0;4;0;;;в;;;;;к;;;;;;7;5;7;ПС 110;МЭ;;
256;110кВ Соржица;Т-1  ТТ-10кВ;ФПТ;;ФПТ;;к;;2;;;;;к;2010;0;2007;1;1;;23;23,00;16,00;1,50;1;0;0;;2021;0;5;;23,00;;0;1;4;0;;к;;;в;;;;к;;;;;;6;7;ПС 110;МЭ;;3
257;110кВ Соржица;ВЛ-110кВ на Вит. ТЭЦ;РЗ (ЭПЗ-1636)-резерв;;ЭПЗ-1636;к;;;;;;;;к;6.2015;1;1991;1;3;;62;61,80;12,00;5,50;0;0;0;150;2019;0;2;;61,80;1402;0;0;2;0;;;;;;;;;;;;;;;1;1;ПС 110;ЭМ;;
258;110кВ Соржица;ВЛ-110кВ на Бешенковичи;РЗ (ЭПЗ-1636)-резерв;8;ЭПЗ-1636;к;;;;;;;;к;5.2015;1;1991;1;3;;62;61,80;12,00;5,50;0;0;0;150;2019;0;2;;61,80;1401;0;0;2;0;;;;;;;;;;;;;;;1;1;ПС 110;ЭМ;;
259;110кВ Соржица;СМВ-110кВ;Автоматика, ДА;7;;к;;;;;;в;;в;10.2019;1;1991;1;1;;29;29,00;16,80;2,60;0;0;0;50;2019;0;8;;29,00;1404;0;0;2;0;;;к;;;;;в;;;;;;11;2;;ПС 110;;;
261;110кВ Соржица;ТН-110кВ 1с;Аппаратура;8;;к;;;;;;в;;в;07.2019;1;1991;1;1;;19;19,30;7,80;1,30;0;0;0;;;0;8;;19,30;1405;0;1;2;0;;;к;;;;;в;;;;;;10;1;;ПС 110;;;
263;110кВ Соржица;ТН-110кВ 2с;Аппаратура;8;;к;;;;;;в;;в;12.2019;1;1991;1;1;;19;19,30;7,80;1,30;0;0;0;;;0;8;;19,30;1406;0;1;2;0;;;к;;;;;в;;;;;;10;1;;ПС 110;;;
266;110кВ Соржица;ТН-10кВ;Аппаратура;8;;к;;;;;;в;;в;07.2019;0;1991;1;1;;13;13,40;5,30;0,90;0;0;1;;;0;8;;13,40;;0;1;6;0;;;к;;;;;в;;;;;;7;1;;ПС 110;;;
267;110кВ Соржица;ШОП;Аппаратура;8;;к;;;;;;в;;в;07.2019;0;1991;1;1;;25;25,10;9,80;1,50;0;0;1;;;0;8;;25,10;;0;1;6;0;;;к;;;;;в;;;;;;7;7;;ПС 110;;;
268;110кВ Соржица;АЧР;РЧ-1;8;РЧ-1;о;о;в;3;о;;о;к;к;12.2020;1;1991;1;1;;32;32,30;16,90;2,70;1;0;0;40;2020;0;8;;32,30;1403;0;0;6;0;3;;в;;;2;к;;;в;;;;2;2;1;ПС 110;МЭ;4;
